	Prognosis	A_I_phase_1	A_I_phase_2	A_R1_phase	Maintenance therapy	protein_cluster
ENSG00000165322	2.379056167	0.23785517	2.3603022	2.6988072	0.687080433	3
ENSG00000170759	3.246581467	1.5876305	2.7406309	5.5867805	1.9585725	7
ENSG00000120616	3.058770533	1.1603808	2.87805	3.4224916	1.522309267	3
ENSG00000216937	0.38357222	0	1.702263	1.9410679	0.765362233	6
ENSG00000150093	3.367245433	1.97469	3.5606382	5.1656747	3.125912	7
ENSG00000108094	1.622963467	0	1.2380477	2.790958	0.730081933	7
ENSG00000095794	0.237771153	0	0.005453054	0.32785386	0.327916657	6
ENSG00000108100	4.023975433	2.2649748	3.3973594	3.4548373	3.137132167	1
ENSG00000189180	1.799957633	0	1.3329061	4.6429477	0.90885722	7
ENSG00000075407	0.516146063	0	0	2.8039331	0	7
ENSG00000276805	0.711857367	1.0605135	1.6447778	1.7980453	0.333987657	3
ENSG00000234420	0.95214422	0.47758287	0.6054136	3.2717988	0	7
ENSG00000196693	0.57011609	0	0.59082025	2.0489128	0	7
ENSG00000165733	1.985062967	0	0.9327311	2.308365	0	1
ENSG00000169826	3.437869467	1.007863	3.0007262	6.730428	2.824862767	7
ENSG00000169813	6.277547467	4.008553	4.4939613	6.1813807	3.937552867	1
ENSG00000243660	0.118428677	0	0.5697344	3.4676197	0.749714633	6
ENSG00000169740	4.340050133	1.238935	1.2906607	1.9211264	0.7453765	2
ENSG00000012779	2.0254358	2.9854443	3.8213935	5.9758015	4.6216367	6
ENSG00000165406	3.322166333	2.2867937	2.6027539	3.8291337	3.661095667	6
ENSG00000172671	1.358114	0	0.490302	1.6510462	0.148261581	1
ENSG00000172661	2.999322167	1.0183794	2.193676	4.6910515	2.180838233	7
ENSG00000188234	1.35760935	0.6850072	1.2839397	2.305287	0.047370267	3
ENSG00000239883	1.5111206	0	1.3507482	2.5030057	0.1901774	3
ENSG00000265354	4.1095721	0.9053864	3.0513535	3.18173	1.643585367	1
ENSG00000266412	6.824473233	2.7074392	4.518221	7.6941357	5.657426333	7
ENSG00000204177	2.109488367	0.16024029	2.3239543	3.0265224	0	3
ENSG00000107643	2.0711451	0	1.461847	2.1068914	0.236691247	1
ENSG00000128815	1.294317567	1.583406	2.2428417	3.8719668	2.323525367	6
ENSG00000225830	0.282809453	0	0	1.4541069	0	7
ENSG00000227345	2.354898367	0.2820862	1.7742401	2.807338	0.676321733	3
ENSG00000204152	2.8820865	2.0769694	3.2589457	3.2123728	0.37241761	3
ENSG00000204149	2.130972233	1.5640397	2.0982015	2.9567087	0	3
ENSG00000177613	3.435949567	1.1940721	2.148794	3.034336	1.521039833	1
ENSG00000151151	0.001076266	0	0.46836388	3.9616513	2.015293667	6
ENSG00000108064	2.071741333	0	0.9485904	2.5663893	1.041177033	7
ENSG00000108091	2.6880044	0	1.3350084	3.1802258	1.086873	7
ENSG00000150347	2.2658736	0.58714443	2.0489397	2.6172612	1.265250067	7
ENSG00000181915	2.515198233	1.5398647	2.1941738	0.92868996	0.863128667	5
ENSG00000171988	3.230677067	0	2.8574533	6.493146	3.030928933	7
ENSG00000096717	1.06579842	0	1.3258213	2.4677649	1.032031533	6
ENSG00000148634	1.155075567	0	0.86579573	2.9945476	0.66986068	7
ENSG00000108187	0.436581347	0	0.7707663	0.8058887	0	3
ENSG00000096746	3.241524633	0.7950024	2.4812584	6.286268	1.3846192	7
ENSG00000204130	0.946126267	0	0.3070087	1.9472663	0	7
ENSG00000122912	1.151128533	0	1.1081414	1.3054482	0	3
ENSG00000060339	2.970266067	1.0553733	2.5211716	3.8348684	0.746671633	3
ENSG00000107625	2.857490233	0	1.3027987	3.1244228	0.695732923	1
ENSG00000165732	3.837803667	0.47278193	2.7217324	4.962202	2.2018362	7
ENSG00000198954	0	0	0	0.5163767	0.035796077	6
ENSG00000122862	6.981130333	3.8070054	6.9454446	11.362152	7.073962667	6
ENSG00000122958	2.522809433	0.07503334	1.7166377	3.7467437	1.843512633	7
ENSG00000156515	4.545679867	3.3488162	3.824622	5.108277	3.350776867	7
ENSG00000156521	2.855291667	2.002089	1.6251996	0.27916974	0.497407333	5
ENSG00000079332	3.3388354	0.26254725	2.1142867	5.138483	1.969390167	7
ENSG00000180817	3.754648	0	0.45532033	1.6505048	0.610660233	1
ENSG00000148730	5.338975333	2.867914	4.0534015	5.687786	3.142361333	1
ENSG00000180644	3.918304967	4.990438	5.808678	3.5405943	3.979754333	4
ENSG00000166224	2.500028033	0.15637878	1.3683599	1.3689122	1.682279567	1
ENSG00000166228	2.621850333	0.7616808	1.6058059	1.7752693	1.488315933	1
ENSG00000107736	1.762421367	2.920724	2.8045669	0	0.875620323	4
ENSG00000214688	0.156654317	0	0	0	0.4089594	6
ENSG00000107738	4.5570861	5.453273	6.023288	5.402548	5.486364	4
ENSG00000197746	8.1427531	7.2841988	8.056402	7.1714034	6.313732	2
ENSG00000107742	5.2823958	6.5959687	7.036778	3.3058686	3.5368419	4
ENSG00000138303	2.0037497	0	0.6961661	1.4820884	0.572204533	1
ENSG00000166295	3.763303733	1.5115137	2.5777802	2.5091875	1.7805172	1
ENSG00000168209	5.892598233	4.9029546	5.1507225	2.456688	3.332043167	5
ENSG00000269926	2.853699633	0.32266715	0.90891993	2.5718887	0.7553047	1
ENSG00000148719	3.6102783	2.8226001	3.202862	2.6464002	2.431910267	2
ENSG00000107745	3.574974167	1.0315067	1.7408148	4.4092293	2.913034	7
ENSG00000156026	1.3162811	0	0.39472318	4.823966	1.735827367	6
ENSG00000122884	2.494500967	0	1.213824	3.3708365	1.313724267	7
ENSG00000122882	3.243557267	0	2.6775184	3.7635741	1.512240333	7
ENSG00000138286	2.278269667	0	0.7242074	2.3530526	0.257029293	1
ENSG00000213551	3.836309733	1.1899899	1.455657	2.1907763	0.154094527	2
ENSG00000182180	4.894358433	2.6914127	3.7172809	2.6988418	1.908589067	2
ENSG00000138279	4.076581133	3.093835	3.6500459	4.3032117	3.026206567	3
ENSG00000107758	3.038533767	0.46787876	2.3646932	3.6281536	2.003955333	7
ENSG00000221817	0.258288093	0	0.2276456	1.1291288	0	7
ENSG00000242288	0.75689781	0	1.2451596	1.2255117	0	3
ENSG00000176986	4.786606233	4.1337996	4.8414774	4.142519	2.685026567	2
ENSG00000279689	2.234210967	1.1617951	1.8025599	3.3718686	1.017914033	7
ENSG00000196968	0.867269953	0.14587758	1.263046	2.2732384	0.784314167	6
ENSG00000214655	3.594633867	4.493651	4.2907934	3.7937002	2.5371211	4
ENSG00000272916	2.998448267	2.9847312	3.2737064	2.6024706	1.846761233	4
ENSG00000166507	3.090940733	3.0356162	3.2882237	3.2134092	1.9189343	2
ENSG00000148660	3.066495233	2.450227	2.974925	4.132018	2.488757533	7
ENSG00000035403	2.181000733	3.3590846	4.3726287	5.231215	3.6870402	6
ENSG00000185009	2.6170311	0.483184	1.9976712	3.3769672	1.2222827	7
ENSG00000156110	2.361791733	0.8413602	2.3068838	2.6149294	1.052342533	3
ENSG00000156650	2.670378267	0.18121657	2.0995667	3.0053132	0.34347559	3
ENSG00000156671	1.989632467	0.14014779	2.3732557	3.578274	1.587502167	7
ENSG00000165637	4.656869	1.3017274	2.5460901	3.2714684	2.196777533	1
ENSG00000148606	2.347847	1.0699263	1.4825629	2.0305703	0.37969392	3
ENSG00000138326	5.711358033	1.3984398	4.744053	4.4660683	2.787087233	1
ENSG00000108175	4.3933495	4.648808	4.8570156	3.68374	2.473202467	4
ENSG00000108179	4.320335167	2.6030462	4.1634746	3.8645725	3.0475901	1
ENSG00000225484	1.4506837	0	0.8147657	2.8994737	0.463316057	7
ENSG00000272447	3.258371	2.759166	3.3331795	0.75093144	1.056419567	5
ENSG00000122359	5.017801433	4.188245	4.7290583	5.3863244	3.576035	3
ENSG00000108219	2.930832	2.5104046	3.0531812	3.1562994	2.348431733	3
ENSG00000165678	5.020783067	2.1395822	3.381327	4.780231	3.4989983	1
ENSG00000107771	2.628049433	0.31187662	2.4639099	3.083919	1.012254933	3
ENSG00000062650	3.116727333	0	1.7841998	4.9050765	1.8584812	7
ENSG00000148672	4.620433333	1.6975602	3.0332918	2.7851338	2.404366133	1
ENSG00000122376	2.554263033	0.3980875	1.1844783	2.8968859	0.447106547	1
ENSG00000223482	1.495159233	0	0.8891894	1.7687062	0.727276	7
ENSG00000224914	2.8325982	1.5269405	1.9553574	2.7860477	0.557342567	3
ENSG00000138138	2.403332767	0.04362193	2.3638427	2.9394653	0.634732767	3
ENSG00000227268	1.563636533	2.5467894	2.343242	0	0.568031043	4
ENSG00000171862	4.443434333	3.8965518	4.694517	5.4443655	3.373749667	3
ENSG00000138134	0.84697561	0.49466383	1.7018527	0.59683204	0	2
ENSG00000107798	3.446543767	0.7659023	2.9005556	2.4883785	2.741291167	1
ENSG00000152778	2.175245	0	1.2450849	2.5596745	1.475583533	7
ENSG00000107854	3.2425447	0.2511258	2.6534326	4.220202	1.838255567	7
ENSG00000095564	3.338672567	0.93276805	3.0471568	4.466654	1.1643521	3
ENSG00000107864	0	0	0	1.2818269	0.09604598	6
ENSG00000198060	2.297656967	0.8582947	1.8704046	1.8841963	1.1419532	1
ENSG00000138190	1.528526233	0	0.89361906	4.146559	1.499682733	6
ENSG00000119969	2.3145897	0	0	3.4179595	0	7
ENSG00000059573	4.971754733	2.6381178	2.9510343	2.48683	1.095247333	2
ENSG00000226688	0	0	0	3.285058	0.040631673	6
ENSG00000177853	1.223129367	0	0.27089012	2.9959333	0.017886983	7
ENSG00000077147	2.8967449	0	2.224352	4.289697	1.751094067	7
ENSG00000155629	1.640606467	1.5648692	2.5615964	5.617294	3.856110167	6
ENSG00000236552	7.2502154	6.4371333	6.85779	3.0742025	3.556407933	5
ENSG00000196233	1.9368092	0	1.1759762	3.8688605	1.0390037	7
ENSG00000187122	3.691450367	4.3288517	4.480666	0	0	4
ENSG00000269891	1.613766667	0.4164214	1.0070614	0	0.662330447	5
ENSG00000165879	2.0362999	2.0411577	2.6326172	3.3994615	3.184630367	6
ENSG00000181274	3.660207167	3.09505	4.361951	5.707016	4.688914933	6
ENSG00000052749	2.8531177	1.3661326	1.992475	4.047092	2.689772333	7
ENSG00000171314	5.670832167	3.1437178	4.077563	4.3774414	3.642309033	1
ENSG00000171311	2.0304568	0.4779677	1.7085996	0.80700445	0.7816745	2
ENSG00000171307	3.4063112	2.3582373	2.2592716	2.2502565	0.962052967	2
ENSG00000155229	4.043544333	3.3108351	3.4115543	3.1914203	1.106369267	2
ENSG00000165886	0.68737215	2.034264	1.7885222	1.5314223	2.938273167	6
ENSG00000155252	3.006637567	1.4079349	2.4657562	1.6091018	2.0798618	2
ENSG00000155254	3.111146933	0.39904228	0.72491264	0.7950575	0.511477854	2
ENSG00000155256	3.488108567	3.7525408	3.2616327	3.3009903	1.825896533	2
ENSG00000107521	4.560703667	4.642167	4.4735556	3.0520859	3.028382267	5
ENSG00000155287	3.5742842	2.4613276	3.3032825	3.351693	2.209983933	3
ENSG00000198018	0.7789945	0	0	4.069286	0.721703867	6
ENSG00000014919	2.9665959	0.55995196	1.5177941	3.0604277	1.6792898	1
ENSG00000107566	2.216062033	0	0	3.5734565	0.949509033	7
ENSG00000213341	0.904392327	0	0.55455476	2.3697288	0.8884554	6
ENSG00000095485	3.404711133	1.5401099	2.7832	3.0487185	1.4921234	1
ENSG00000212464	5.634478333	6.867791	6.638148	4.132796	3.4259655	4
ENSG00000099194	5.990717767	2.934887	2.6852143	3.744756	0.854843467	2
ENSG00000075826	3.6865225	5.2209554	5.630591	2.6834068	0	4
ENSG00000255339	3.5723042	4.868843	5.2505608	1.9459935	1.243627833	4
ENSG00000166136	4.1994415	2.2073877	3.7119343	1.7436574	1.367023367	2
ENSG00000166135	3.284931967	1.6849905	2.2000186	3.3162267	1.254148	1
ENSG00000119906	1.568790733	0	0.6279446	3.1370637	0.295482147	7
ENSG00000055950	2.862789533	2.3520062	2.4455097	0	0.824656067	5
ENSG00000107816	1.719849333	1.3996731	0.7844164	0	0.050825909	5
ENSG00000107819	3.255558933	2.9418423	2.9246762	1.3362471	1.8812601	5
ENSG00000166171	1.00749714	0	0	1.2012936	0.146624533	1
ENSG00000166169	1.306460967	1.6926674	1.73413	0.23840867	1.289852067	4
ENSG00000107829	3.736471467	3.8512278	3.719833	2.7926154	1.388921167	5
ENSG00000198408	4.5731609	2.3978755	4.1676474	6.258713	2.6649728	7
ENSG00000120029	3.085778967	1.3093895	2.4576726	3.2418342	1.674017933	1
ENSG00000166189	4.125996467	5.082713	4.4514427	1.4815546	2.391270133	4
ENSG00000198728	5.562526	5.0059023	5.310998	4.3544683	3.059724333	2
ENSG00000148840	3.6568735	2.3997548	2.5607212	2.6131566	0.9967438	2
ENSG00000166197	4.351619233	0.8722548	1.7158991	3.994834	1.373424	1
ENSG00000107862	3.669949667	2.6491878	3.1808887	3.6913247	2.043372567	3
ENSG00000077150	2.2751599	3.6121206	4.617964	3.2564309	3.3542633	4
ENSG00000059915	0.394691633	0.5575918	1.2418218	0	0.634407857	4
ENSG00000107874	5.658589033	5.0561376	4.5662985	2.9607062	2.4883999	5
ENSG00000269609	1.9178034	0.5263378	1.3722272	1.7663587	0.1123094	3
ENSG00000138111	2.264685833	2.7243514	2.044368	1.2898827	0.847173367	4
ENSG00000138107	5.1170338	3.9878538	4.000364	3.2568007	2.981875733	2
ENSG00000107882	2.302693033	1.112697	1.806611	0	0.92769344	5
ENSG00000272933	3.112825	3.4645264	3.263075	0.8377281	2.458625633	4
ENSG00000171206	5.018620167	5.63649	5.7352443	3.117214	4.0796838	4
ENSG00000166272	3.829987667	2.9907043	3.3848634	3.3458648	2.998979333	1
ENSG00000148842	1.6038067	0.26614472	0.8172659	3.3978713	0.588186553	7
ENSG00000076685	4.077452	1.0098096	2.620987	5.787708	2.9086179	7
ENSG00000173915	5.407163933	1.8984457	4.4025836	3.9558032	2.636087033	1
ENSG00000148843	4.065159867	2.276027	2.6241186	1.6034657	0.761187783	2
ENSG00000138172	2.697405367	3.589279	3.25751	0.71699595	2.160688	4
ENSG00000107957	2.026288533	1.7636706	1.9358429	0.74651927	0	5
ENSG00000107960	4.172058567	0.9812769	1.8781915	3.548424	2.044524433	1
ENSG00000148834	4.1744642	0.95124596	1.9916488	1.698985	2.741469067	1
ENSG00000148841	2.731220967	2.3743255	3.3481922	4.5847764	3.8430108	6
ENSG00000108039	3.075119667	0.8241246	1.2000191	2.6771889	1.466487067	1
ENSG00000119953	1.961637033	0	1.273262	2.8479311	1.792891267	7
ENSG00000138166	1.4134327	0	1.4294884	0.8309784	1.735336867	1
ENSG00000108055	2.351957733	0	1.054751	5.0131593	0.348863067	7
ENSG00000203497	3.336444933	3.5548258	4.036628	1.8756479	2.212001633	4
ENSG00000150593	2.9813312	0.8440529	2.72488	6.694415	1.920320133	7
ENSG00000214413	0.872695523	0	0.87323135	4.2486496	0.447472255	6
ENSG00000108061	2.8685842	0	2.0655344	5.1066008	2.784898367	6
ENSG00000197142	1.9824601	0	0.49840114	3.457595	1.8485108	6
ENSG00000023041	2.4843207	0.5123331	2.417869	3.0598595	1.3332595	7
ENSG00000151532	2.440238733	0.7907261	1.9473553	3.4174144	1.139905533	7
ENSG00000260917	1.29425772	0.32916304	0.16784611	1.4969782	0	1
ENSG00000165806	2.0385692	0	0.98103374	0.8864003	0.433922317	1
ENSG00000196865	1.132681033	0	1.1075342	2.9757617	0.135900813	7
ENSG00000165813	0.469635517	0	1.6759708	3.9637978	0.7312585	6
ENSG00000099204	2.916918367	2.9966414	3.975698	2.1163652	1.786134767	4
ENSG00000151553	3.1308572	0.9794064	3.186423	3.8180394	1.7701312	3
ENSG00000165832	1.364824367	0	0.70058584	1.2919716	0	1
ENSG00000165650	2.107176333	0	0.40858826	5.6518464	1.764173733	6
ENSG00000107560	1.907045733	0.47195685	1.6241751	4.04293	0.544004447	7
ENSG00000165669	0.619249713	0	0	1.9590491	0.031197377	7
ENSG00000151893	1.754705733	0.18784136	1.6280758	4.0077085	1.870797233	6
ENSG00000107581	4.331724133	1.5593007	3.607863	5.709611	1.913698067	3
ENSG00000119979	2.2585607	2.0913491	3.0953295	2.863536	1.4964928	3
ENSG00000183605	3.053458867	0	0.7830695	1.6626815	0.236617627	1
ENSG00000165672	3.319068533	0	0.96213293	1.9447879	1.853315033	1
ENSG00000151923	3.332898133	1.1510689	2.682374	3.7515242	1.343057167	3
ENSG00000197771	2.9988454	0	0.6388167	3.8250222	2.126425533	7
ENSG00000107651	1.979518333	0.5558535	1.4802423	2.5191574	1.131339567	7
ENSG00000120008	2.091767733	0.020104716	1.1781976	2.7468207	0.753389087	7
ENSG00000107669	2.5534038	0	1.5269642	2.9545784	1.308854133	7
ENSG00000179988	0.170751213	0	0	0.712606	0	7
ENSG00000196177	1.24237238	0	0.45135325	2.9745724	0.226920347	7
ENSG00000154473	3.399436733	1.8867521	2.37003	2.7667487	1.137494367	2
ENSG00000182022	0.81556478	0.8489907	2.1924891	4.273644	3.870137433	6
ENSG00000065154	2.423153567	0	0.26059827	2.4917047	1.761167667	7
ENSG00000107902	2.720716967	2.0904143	2.293294	1.3512579	1.082167433	5
ENSG00000258539	1.4755354	1.1655236	1.0049373	2.177947	0.248549543	3
ENSG00000189319	5.601299533	5.727588	6.1148744	3.4656808	2.872697133	4
ENSG00000019995	3.1996376	0	1.9749726	4.638211	1.596768233	7
ENSG00000175029	0.096287933	0	0	3.266229	1.706426	6
ENSG00000107938	1.379218067	0	1.5956849	2.2958145	0.118893613	3
ENSG00000188690	2.180112433	0.025060462	0.9941062	1.1447059	0.086722478	1
ENSG00000132334	0.993234423	0.6905087	1.6755997	5.3517118	2.699458767	6
ENSG00000170430	3.555088267	3.093859	3.1441758	0.6674009	0.260204711	5
ENSG00000108010	2.973855933	1.292746	2.658954	2.138709	1.013408967	2
ENSG00000175470	2.351323733	1.7445406	2.188329	2.1776516	1.260678867	2
ENSG00000165752	2.141140467	4.799623	4.543843	0	0.571662633	4
ENSG00000171813	1.94023809	3.9724889	3.7065105	0	1.340123067	4
ENSG00000068383	1.962396433	0.9593799	2.106187	2.782886	1.662568733	7
ENSG00000151651	2.288296133	4.620809	4.832109	3.6799493	4.6192418	4
ENSG00000130640	3.6258928	3.0153654	3.5143888	2.3272758	1.985833733	5
ENSG00000198546	1.607767967	2.0984395	2.2765462	0	0.892755567	4
ENSG00000127884	4.6242354	2.6673958	2.8186781	1.3985312	1.473043567	5
ENSG00000254536	2.836480067	2.4883952	3.0420966	0.37983853	0.08961174	5
ENSG00000148824	2.009230233	2.0078773	2.459038	0	0	4
ENSG00000230724	1.223628433	1.4804661	2.231287	4.3172483	2.127534833	6
ENSG00000177951	4.1123085	3.4396265	3.8210387	2.4387996	2.475124033	5
ENSG00000177963	4.242917167	3.9186819	4.0643	3.2493753	2.888807333	5
ENSG00000142082	0.765933067	0	0.10114039	1.7078389	0.273985093	7
ENSG00000185627	3.9860688	2.1929727	2.8286695	3.502523	2.1782329	1
ENSG00000174885	0.7901889	1.2902098	1.7114981	0	2.8211849	4
ENSG00000255026	4.664123267	5.1714787	5.496714	2.3987746	1.6543692	4
ENSG00000142102	5.194908133	5.188713	5.3825784	1.7589542	2.615823933	4
ENSG00000185201	6.794308267	8.063004	8.375948	7.1539764	6.962241333	4
ENSG00000185885	5.464658733	7.087248	7.0105925	2.4805577	5.020632533	4
ENSG00000251661	2.669074867	2.5080523	3.061662	2.7822647	1.5999101	3
ENSG00000142089	5.298398833	5.734561	6.7321644	5.665137	6.342027667	4
ENSG00000185187	4.067313	5.3324423	5.0793056	0.27126896	1.933436733	4
ENSG00000174915	2.242701133	2.2030241	2.2081506	0	0	5
ENSG00000023191	3.4326032	3.2602515	3.3903477	1.2717088	2.002917267	5
ENSG00000099849	1.9095781	2.72902	1.6769938	0	0.582928143	4
ENSG00000070047	4.069074733	4.018566	4.435857	3.371038	2.017970333	4
ENSG00000185507	3.2329738	4.376408	3.8949103	0.8790919	3.012803833	4
ENSG00000177030	3.5376551	3.2919734	3.040581	1.0498407	1.3328665	5
ENSG00000177042	2.2461775	2.0913706	2.1588204	1.3546593	1.126248267	5
ENSG00000177156	5.672652433	3.92431	5.003642	7.6112275	5.044811133	7
ENSG00000177225	4.29481	3.8068762	3.4198313	1.0677832	0.788870333	5
ENSG00000177542	2.285764267	2.609603	2.270216	0.025492923	0.66228368	4
ENSG00000177595	2.850946267	2.8331633	2.6846428	0.4730176	0	5
ENSG00000177600	7.739909	7.0238943	7.306964	4.3583484	3.960069667	5
ENSG00000177666	4.193750567	4.6208696	4.592297	3.8278384	3.479544	4
ENSG00000177697	1.100038733	1.7024677	1.8547721	0	2.515650533	4
ENSG00000177700	4.482715233	3.702641	3.5390644	0.5471923	2.3996241	5
ENSG00000177830	2.8998122	2.3596547	2.7380314	0.89437944	0.341902733	5
ENSG00000183020	2.894699567	2.548347	2.7038562	1.976511	1.327148733	5
ENSG00000078902	2.947428467	2.7095814	2.6777608	1.9378653	2.4948941	5
ENSG00000182208	2.426286	3.3282566	2.9598162	0.312913	1.422193767	4
ENSG00000250644	3.864805233	4.226612	4.4196663	3.4631355	3.930520867	4
ENSG00000117984	5.6300426	6.217716	6.4372015	5.3524413	5.247360667	4
ENSG00000235027	1.016772543	1.3352243	1.0547183	1.862891	0.884638833	6
ENSG00000130592	5.304096633	5.732544	6.5374136	6.510226	5.5957365	6
ENSG00000214026	3.190276267	2.884496	2.5756922	0.16803302	0.502143067	5
ENSG00000110665	1.494414567	2.3598535	2.7307775	4.357336	1.893700233	6
ENSG00000064201	1.07565071	3.2188027	3.0430377	3.0093884	1.025409733	4
ENSG00000110651	4.9010152	4.0175304	4.374188	0	1.463612367	5
ENSG00000184281	4.032183033	4.6518755	4.1462345	0.55620235	2.496975267	4
ENSG00000269821	0.86620875	0	1.0161933	3.795533	0.19091203	7
ENSG00000110628	0.312532447	1.2983594	1.2667522	0	0.8907687	4
ENSG00000205531	4.3062211	1.9457357	2.578471	4.551989	2.183195167	1
ENSG00000110619	2.021982333	1.4031742	2.1469326	3.0417478	1.4537731	7
ENSG00000021762	3.403474067	4.164613	3.762336	1.7460854	0.595082233	4
ENSG00000005801	1.233265623	0	0.16517551	1.7785631	0	7
ENSG00000223756	1.792061433	0.045133725	0.7458365	2.0912197	0.160058773	1
ENSG00000110713	4.396238367	2.720844	3.6309214	4.6244354	2.927459867	1
ENSG00000148985	3.302611867	2.3947291	2.996524	3.1573453	2.465115967	1
ENSG00000177105	6.436145667	6.613982	6.7151856	4.2053022	5.3252655	4
ENSG00000167323	5.217235267	4.8304515	5.130113	4.0772204	2.770648767	2
ENSG00000167325	4.092836667	0	0.2706984	3.4053223	0.205608	1
ENSG00000132109	4.017354067	3.1127713	3.9533036	5.188815	4.0648597	6
ENSG00000167333	1.894456467	0.47789645	0.12624049	0.3274023	0.08189413	2
ENSG00000244734	6.889619	7.986872	7.72765	8.413788	9.915702333	6
ENSG00000132256	3.182956933	0.8774443	1.9042523	2.7009387	1.480198367	1
ENSG00000132274	3.696280333	1.0732267	3.144215	5.3079786	2.940240667	7
ENSG00000051009	3.542391633	4.498452	4.1027956	3.5471113	2.6064767	4
ENSG00000166311	2.341094467	3.3512468	3.6404626	2.3091617	2.777924233	4
