c_number	entry	name
C05752	M00881	Lipoic_acid_biosynthesis_plants_and_bacteria_octanoyl_ACP_dihydrolipoyl_E2_H
C02972	M00881	Lipoic_acid_biosynthesis_plants_and_bacteria_octanoyl_ACP_dihydrolipoyl_E2_H
C22160	M00881	Lipoic_acid_biosynthesis_plants_and_bacteria_octanoyl_ACP_dihydrolipoyl_E2_H
C15973	M00881	Lipoic_acid_biosynthesis_plants_and_bacteria_octanoyl_ACP_dihydrolipoyl_E2_H
C22159	M00881	Lipoic_acid_biosynthesis_plants_and_bacteria_octanoyl_ACP_dihydrolipoyl_E2_H
C05752	M00882	Lipoic_acid_biosynthesis_eukaryotes_octanoyl_ACP_dihydrolipoyl_H
C22159	M00882	Lipoic_acid_biosynthesis_eukaryotes_octanoyl_ACP_dihydrolipoyl_H
C02972	M00882	Lipoic_acid_biosynthesis_eukaryotes_octanoyl_ACP_dihydrolipoyl_H
C05752	M00883	Lipoic_acid_biosynthesis_animals_and_bacteria_octanoyl_ACP_dihydrolipoyl_H_dihydrolipoyl_E2
C22159	M00883	Lipoic_acid_biosynthesis_animals_and_bacteria_octanoyl_ACP_dihydrolipoyl_H_dihydrolipoyl_E2
C02972	M00883	Lipoic_acid_biosynthesis_animals_and_bacteria_octanoyl_ACP_dihydrolipoyl_H_dihydrolipoyl_E2
C15973	M00883	Lipoic_acid_biosynthesis_animals_and_bacteria_octanoyl_ACP_dihydrolipoyl_H_dihydrolipoyl_E2
C15973	M00884	Lipoic_acid_biosynthesis_octanoyl_CoA_dihydrolipoyl_E2
C01944	M00884	Lipoic_acid_biosynthesis_octanoyl_CoA_dihydrolipoyl_E2
C22160	M00884	Lipoic_acid_biosynthesis_octanoyl_CoA_dihydrolipoyl_E2
C00002	M00889	Puromycin_biosynthesis_ATP_puromycin
C01610	M00889	Puromycin_biosynthesis_ATP_puromycin
C07027	M00889	Puromycin_biosynthesis_ATP_puromycin
C07025	M00889	Puromycin_biosynthesis_ATP_puromycin
C07030	M00889	Puromycin_biosynthesis_ATP_puromycin
C00082	M00889	Puromycin_biosynthesis_ATP_puromycin
C07032	M00889	Puromycin_biosynthesis_ATP_puromycin
C07028	M00889	Puromycin_biosynthesis_ATP_puromycin
C07031	M00889	Puromycin_biosynthesis_ATP_puromycin
C07029	M00889	Puromycin_biosynthesis_ATP_puromycin
C07024	M00889	Puromycin_biosynthesis_ATP_puromycin
C07026	M00889	Puromycin_biosynthesis_ATP_puromycin
C21646	M00890	Roseoflavin_biosynthesis_FMN_roseoflavin
C00061	M00890	Roseoflavin_biosynthesis_FMN_roseoflavin
C21803	M00890	Roseoflavin_biosynthesis_FMN_roseoflavin
C21804	M00890	Roseoflavin_biosynthesis_FMN_roseoflavin
C21805	M00890	Roseoflavin_biosynthesis_FMN_roseoflavin
C21647	M00890	Roseoflavin_biosynthesis_FMN_roseoflavin
C21648	M00890	Roseoflavin_biosynthesis_FMN_roseoflavin
C22143	M00891	Ditryptophenaline_biosynthesis_tryptophan_phenylalanine_ditryptophenaline
C00079	M00891	Ditryptophenaline_biosynthesis_tryptophan_phenylalanine_ditryptophenaline
C22144	M00891	Ditryptophenaline_biosynthesis_tryptophan_phenylalanine_ditryptophenaline
C22142	M00891	Ditryptophenaline_biosynthesis_tryptophan_phenylalanine_ditryptophenaline
C00078	M00891	Ditryptophenaline_biosynthesis_tryptophan_phenylalanine_ditryptophenaline
C00352	M00892	UDP_N_acetyl_D_glucosamine_biosynthesis_eukaryotes_glucose_UDP_GlcNAc
C04501	M00892	UDP_N_acetyl_D_glucosamine_biosynthesis_eukaryotes_glucose_UDP_GlcNAc
C00267	M00892	UDP_N_acetyl_D_glucosamine_biosynthesis_eukaryotes_glucose_UDP_GlcNAc
C00085	M00892	UDP_N_acetyl_D_glucosamine_biosynthesis_eukaryotes_glucose_UDP_GlcNAc
C00043	M00892	UDP_N_acetyl_D_glucosamine_biosynthesis_eukaryotes_glucose_UDP_GlcNAc
C00668	M00892	UDP_N_acetyl_D_glucosamine_biosynthesis_eukaryotes_glucose_UDP_GlcNAc
C00357	M00892	UDP_N_acetyl_D_glucosamine_biosynthesis_eukaryotes_glucose_UDP_GlcNAc
C20854	M00893	Lovastatin_biosynthesis_malonyl_CoA_lovastatin_acid
C00083	M00893	Lovastatin_biosynthesis_malonyl_CoA_lovastatin_acid
C21130	M00893	Lovastatin_biosynthesis_malonyl_CoA_lovastatin_acid
C10851	M00893	Lovastatin_biosynthesis_malonyl_CoA_lovastatin_acid
C21129	M00893	Lovastatin_biosynthesis_malonyl_CoA_lovastatin_acid
C21108	M00893	Lovastatin_biosynthesis_malonyl_CoA_lovastatin_acid
C20853	M00893	Lovastatin_biosynthesis_malonyl_CoA_lovastatin_acid
C20852	M00893	Lovastatin_biosynthesis_malonyl_CoA_lovastatin_acid
C00083	M00894	Cannabidiol_biosynthesis_malonyl_CoA_cannabidiol_dronabinol
C07578	M00894	Cannabidiol_biosynthesis_malonyl_CoA_cannabidiol_dronabinol
C06972	M00894	Cannabidiol_biosynthesis_malonyl_CoA_cannabidiol_dronabinol
C21903	M00894	Cannabidiol_biosynthesis_malonyl_CoA_cannabidiol_dronabinol
C20406	M00894	Cannabidiol_biosynthesis_malonyl_CoA_cannabidiol_dronabinol
C20413	M00894	Cannabidiol_biosynthesis_malonyl_CoA_cannabidiol_dronabinol
C20417	M00894	Cannabidiol_biosynthesis_malonyl_CoA_cannabidiol_dronabinol
C10784	M00894	Cannabidiol_biosynthesis_malonyl_CoA_cannabidiol_dronabinol
C11437	M00895	Thiamine_biosynthesis_prokaryotes_AIR_DXP_glycine_TMP_TPP
C00068	M00895	Thiamine_biosynthesis_prokaryotes_AIR_DXP_glycine_TMP_TPP
C15814	M00895	Thiamine_biosynthesis_prokaryotes_AIR_DXP_glycine_TMP_TPP
C00037	M00895	Thiamine_biosynthesis_prokaryotes_AIR_DXP_glycine_TMP_TPP
C01081	M00895	Thiamine_biosynthesis_prokaryotes_AIR_DXP_glycine_TMP_TPP
C20247	M00895	Thiamine_biosynthesis_prokaryotes_AIR_DXP_glycine_TMP_TPP
C04752	M00895	Thiamine_biosynthesis_prokaryotes_AIR_DXP_glycine_TMP_TPP
C15813	M00895	Thiamine_biosynthesis_prokaryotes_AIR_DXP_glycine_TMP_TPP
C03373	M00895	Thiamine_biosynthesis_prokaryotes_AIR_DXP_glycine_TMP_TPP
C15810	M00895	Thiamine_biosynthesis_prokaryotes_AIR_DXP_glycine_TMP_TPP
C20246	M00895	Thiamine_biosynthesis_prokaryotes_AIR_DXP_glycine_TMP_TPP
C04556	M00895	Thiamine_biosynthesis_prokaryotes_AIR_DXP_glycine_TMP_TPP
C15809	M00895	Thiamine_biosynthesis_prokaryotes_AIR_DXP_glycine_TMP_TPP
C00068	M00896	Thiamine_biosynthesis_archaea_AIR_NAD_TMP_TPP
C00037	M00896	Thiamine_biosynthesis_archaea_AIR_NAD_TMP_TPP
C01081	M00896	Thiamine_biosynthesis_archaea_AIR_NAD_TMP_TPP
C20247	M00896	Thiamine_biosynthesis_archaea_AIR_NAD_TMP_TPP
C04752	M00896	Thiamine_biosynthesis_archaea_AIR_NAD_TMP_TPP
C03373	M00896	Thiamine_biosynthesis_archaea_AIR_NAD_TMP_TPP
C04556	M00896	Thiamine_biosynthesis_archaea_AIR_NAD_TMP_TPP
C20784	M00896	Thiamine_biosynthesis_archaea_AIR_NAD_TMP_TPP
C00003	M00896	Thiamine_biosynthesis_archaea_AIR_NAD_TMP_TPP
C00068	M00897	Thiamine_biosynthesis_plants_AIR_NAD_TMP_thiamine_TPP
C00037	M00897	Thiamine_biosynthesis_plants_AIR_NAD_TMP_thiamine_TPP
C01081	M00897	Thiamine_biosynthesis_plants_AIR_NAD_TMP_thiamine_TPP
C20247	M00897	Thiamine_biosynthesis_plants_AIR_NAD_TMP_thiamine_TPP
C04752	M00897	Thiamine_biosynthesis_plants_AIR_NAD_TMP_thiamine_TPP
C03373	M00897	Thiamine_biosynthesis_plants_AIR_NAD_TMP_thiamine_TPP
C04556	M00897	Thiamine_biosynthesis_plants_AIR_NAD_TMP_thiamine_TPP
C00378	M00897	Thiamine_biosynthesis_plants_AIR_NAD_TMP_thiamine_TPP
C20784	M00897	Thiamine_biosynthesis_plants_AIR_NAD_TMP_thiamine_TPP
C00003	M00897	Thiamine_biosynthesis_plants_AIR_NAD_TMP_thiamine_TPP
C00068	M00898	Thiamine_biosynthesis_pyridoxal_5P_TMP_thiamine_TPP
C00037	M00898	Thiamine_biosynthesis_pyridoxal_5P_TMP_thiamine_TPP
C01081	M00898	Thiamine_biosynthesis_pyridoxal_5P_TMP_thiamine_TPP
C20247	M00898	Thiamine_biosynthesis_pyridoxal_5P_TMP_thiamine_TPP
C04752	M00898	Thiamine_biosynthesis_pyridoxal_5P_TMP_thiamine_TPP
C04556	M00898	Thiamine_biosynthesis_pyridoxal_5P_TMP_thiamine_TPP
C00378	M00898	Thiamine_biosynthesis_pyridoxal_5P_TMP_thiamine_TPP
C00018	M00898	Thiamine_biosynthesis_pyridoxal_5P_TMP_thiamine_TPP
C20784	M00898	Thiamine_biosynthesis_pyridoxal_5P_TMP_thiamine_TPP
C00003	M00898	Thiamine_biosynthesis_pyridoxal_5P_TMP_thiamine_TPP
C01279	M00899	Thiamine_salvage_pathway_HMP_HET_TMP
C01081	M00899	Thiamine_salvage_pathway_HMP_HET_TMP
C04752	M00899	Thiamine_salvage_pathway_HMP_HET_TMP
C04327	M00899	Thiamine_salvage_pathway_HMP_HET_TMP
C04556	M00899	Thiamine_salvage_pathway_HMP_HET_TMP
C04294	M00899	Thiamine_salvage_pathway_HMP_HET_TMP
C17513	M00900	Crocin_biosynthesis_crocetin_crocin
C19869	M00900	Crocin_biosynthesis_crocetin_crocin
C19868	M00900	Crocin_biosynthesis_crocetin_crocin
C19867	M00900	Crocin_biosynthesis_crocetin_crocin
C08588	M00900	Crocin_biosynthesis_crocetin_crocin
C08589	M00900	Crocin_biosynthesis_crocetin_crocin
C22148	M00901	Fumiquinazoline_biosynthesis_tryptophan_alanine_anthranilate_fumiquinazoline
C22145	M00901	Fumiquinazoline_biosynthesis_tryptophan_alanine_anthranilate_fumiquinazoline
C00108	M00901	Fumiquinazoline_biosynthesis_tryptophan_alanine_anthranilate_fumiquinazoline
C22146	M00901	Fumiquinazoline_biosynthesis_tryptophan_alanine_anthranilate_fumiquinazoline
C00078	M00901	Fumiquinazoline_biosynthesis_tryptophan_alanine_anthranilate_fumiquinazoline
C00041	M00901	Fumiquinazoline_biosynthesis_tryptophan_alanine_anthranilate_fumiquinazoline
C22147	M00901	Fumiquinazoline_biosynthesis_tryptophan_alanine_anthranilate_fumiquinazoline
C22149	M00901	Fumiquinazoline_biosynthesis_tryptophan_alanine_anthranilate_fumiquinazoline
C00590	M00902	Podophyllotoxin_biosynthesis_coniferyl_alcohol_podophyllotoxin
C05366	M00902	Podophyllotoxin_biosynthesis_coniferyl_alcohol_podophyllotoxin
C21184	M00902	Podophyllotoxin_biosynthesis_coniferyl_alcohol_podophyllotoxin
C10577	M00902	Podophyllotoxin_biosynthesis_coniferyl_alcohol_podophyllotoxin
C18167	M00902	Podophyllotoxin_biosynthesis_coniferyl_alcohol_podophyllotoxin
C10646	M00902	Podophyllotoxin_biosynthesis_coniferyl_alcohol_podophyllotoxin
C10682	M00902	Podophyllotoxin_biosynthesis_coniferyl_alcohol_podophyllotoxin
C10874	M00902	Podophyllotoxin_biosynthesis_coniferyl_alcohol_podophyllotoxin
C10556	M00902	Podophyllotoxin_biosynthesis_coniferyl_alcohol_podophyllotoxin
C21183	M00902	Podophyllotoxin_biosynthesis_coniferyl_alcohol_podophyllotoxin
C21191	M00902	Podophyllotoxin_biosynthesis_coniferyl_alcohol_podophyllotoxin
C00074	M00903	Fosfomycin_biosynthesis_phosphoenolpyruvate_fosfomycin
C22216	M00903	Fosfomycin_biosynthesis_phosphoenolpyruvate_fosfomycin
C06452	M00903	Fosfomycin_biosynthesis_phosphoenolpyruvate_fosfomycin
C02798	M00903	Fosfomycin_biosynthesis_phosphoenolpyruvate_fosfomycin
C03167	M00903	Fosfomycin_biosynthesis_phosphoenolpyruvate_fosfomycin
C06454	M00903	Fosfomycin_biosynthesis_phosphoenolpyruvate_fosfomycin
C06451	M00903	Fosfomycin_biosynthesis_phosphoenolpyruvate_fosfomycin
C22217	M00903	Fosfomycin_biosynthesis_phosphoenolpyruvate_fosfomycin
C20962	M00904	Dapdiamides_biosynthesis_L_2_3_diaminopropanoate_dapdiamide_A_B_C
C20966	M00904	Dapdiamides_biosynthesis_L_2_3_diaminopropanoate_dapdiamide_A_B_C
C20964	M00904	Dapdiamides_biosynthesis_L_2_3_diaminopropanoate_dapdiamide_A_B_C
C20961	M00904	Dapdiamides_biosynthesis_L_2_3_diaminopropanoate_dapdiamide_A_B_C
C03401	M00904	Dapdiamides_biosynthesis_L_2_3_diaminopropanoate_dapdiamide_A_B_C
C20963	M00904	Dapdiamides_biosynthesis_L_2_3_diaminopropanoate_dapdiamide_A_B_C
C12115	M00905	Grixazone_biosynthesis_aspartate_4_semialdehyde_grixazone_B
C20644	M00905	Grixazone_biosynthesis_aspartate_4_semialdehyde_grixazone_B
C00441	M00905	Grixazone_biosynthesis_aspartate_4_semialdehyde_grixazone_B
C20799	M00905	Grixazone_biosynthesis_aspartate_4_semialdehyde_grixazone_B
C22139	M00906	Ethynylserine_biosynthesis_lysine_ethynylserine
C00047	M00906	Ethynylserine_biosynthesis_lysine_ethynylserine
C22141	M00906	Ethynylserine_biosynthesis_lysine_ethynylserine
C22137	M00906	Ethynylserine_biosynthesis_lysine_ethynylserine
C22138	M00906	Ethynylserine_biosynthesis_lysine_ethynylserine
C04075	M00906	Ethynylserine_biosynthesis_lysine_ethynylserine
C22140	M00906	Ethynylserine_biosynthesis_lysine_ethynylserine
C00352	M00909	UDP_N_acetyl_D_glucosamine_biosynthesis_prokaryotes_glucose_UDP_GlcNAc
C04501	M00909	UDP_N_acetyl_D_glucosamine_biosynthesis_prokaryotes_glucose_UDP_GlcNAc
C06156	M00909	UDP_N_acetyl_D_glucosamine_biosynthesis_prokaryotes_glucose_UDP_GlcNAc
C00267	M00909	UDP_N_acetyl_D_glucosamine_biosynthesis_prokaryotes_glucose_UDP_GlcNAc
C00085	M00909	UDP_N_acetyl_D_glucosamine_biosynthesis_prokaryotes_glucose_UDP_GlcNAc
C00043	M00909	UDP_N_acetyl_D_glucosamine_biosynthesis_prokaryotes_glucose_UDP_GlcNAc
C00668	M00909	UDP_N_acetyl_D_glucosamine_biosynthesis_prokaryotes_glucose_UDP_GlcNAc
C00826	M00910	Phenylalanine_biosynthesis_chorismate_arogenate_phenylalanine
C00079	M00910	Phenylalanine_biosynthesis_chorismate_arogenate_phenylalanine
C00254	M00910	Phenylalanine_biosynthesis_chorismate_arogenate_phenylalanine
C00251	M00910	Phenylalanine_biosynthesis_chorismate_arogenate_phenylalanine
C00255	M00911	Riboflavin_biosynthesis_fungi_GTP_riboflavin_FMN_FAD
C04732	M00911	Riboflavin_biosynthesis_fungi_GTP_riboflavin_FMN_FAD
C00044	M00911	Riboflavin_biosynthesis_fungi_GTP_riboflavin_FMN_FAD
C04332	M00911	Riboflavin_biosynthesis_fungi_GTP_riboflavin_FMN_FAD
C18910	M00911	Riboflavin_biosynthesis_fungi_GTP_riboflavin_FMN_FAD
C01304	M00911	Riboflavin_biosynthesis_fungi_GTP_riboflavin_FMN_FAD
C00016	M00911	Riboflavin_biosynthesis_fungi_GTP_riboflavin_FMN_FAD
C00061	M00911	Riboflavin_biosynthesis_fungi_GTP_riboflavin_FMN_FAD
C00199	M00911	Riboflavin_biosynthesis_fungi_GTP_riboflavin_FMN_FAD
C04454	M00911	Riboflavin_biosynthesis_fungi_GTP_riboflavin_FMN_FAD
C15556	M00911	Riboflavin_biosynthesis_fungi_GTP_riboflavin_FMN_FAD
C03722	M00912	NAD_biosynthesis_tryptophan_quinolinate_NAD
C00328	M00912	NAD_biosynthesis_tryptophan_quinolinate_NAD
C02700	M00912	NAD_biosynthesis_tryptophan_quinolinate_NAD
C00857	M00912	NAD_biosynthesis_tryptophan_quinolinate_NAD
C00632	M00912	NAD_biosynthesis_tryptophan_quinolinate_NAD
C01185	M00912	NAD_biosynthesis_tryptophan_quinolinate_NAD
C00078	M00912	NAD_biosynthesis_tryptophan_quinolinate_NAD
C03227	M00912	NAD_biosynthesis_tryptophan_quinolinate_NAD
C04409	M00912	NAD_biosynthesis_tryptophan_quinolinate_NAD
C00003	M00912	NAD_biosynthesis_tryptophan_quinolinate_NAD
C00864	M00913	Pantothenate_biosynthesis_2_oxoisovalerate_spermine_pantothenate
C05665	M00913	Pantothenate_biosynthesis_2_oxoisovalerate_spermine_pantothenate
C00750	M00913	Pantothenate_biosynthesis_2_oxoisovalerate_spermine_pantothenate
C00522	M00913	Pantothenate_biosynthesis_2_oxoisovalerate_spermine_pantothenate
C00099	M00913	Pantothenate_biosynthesis_2_oxoisovalerate_spermine_pantothenate
C00141	M00913	Pantothenate_biosynthesis_2_oxoisovalerate_spermine_pantothenate
C00966	M00913	Pantothenate_biosynthesis_2_oxoisovalerate_spermine_pantothenate
C00522	M00914	Coenzyme_A_biosynthesis_archaea_2_oxoisovalerate_4_phosphopantoate_CoA
C00882	M00914	Coenzyme_A_biosynthesis_archaea_2_oxoisovalerate_4_phosphopantoate_CoA
C00010	M00914	Coenzyme_A_biosynthesis_archaea_2_oxoisovalerate_4_phosphopantoate_CoA
C01134	M00914	Coenzyme_A_biosynthesis_archaea_2_oxoisovalerate_4_phosphopantoate_CoA
C04352	M00914	Coenzyme_A_biosynthesis_archaea_2_oxoisovalerate_4_phosphopantoate_CoA
C18911	M00914	Coenzyme_A_biosynthesis_archaea_2_oxoisovalerate_4_phosphopantoate_CoA
C00141	M00914	Coenzyme_A_biosynthesis_archaea_2_oxoisovalerate_4_phosphopantoate_CoA
C00966	M00914	Coenzyme_A_biosynthesis_archaea_2_oxoisovalerate_4_phosphopantoate_CoA
C03492	M00914	Coenzyme_A_biosynthesis_archaea_2_oxoisovalerate_4_phosphopantoate_CoA
C13747	M00915	Caffeine_degradation_caffeine_xanthine
C16353	M00915	Caffeine_degradation_caffeine_xanthine
C07481	M00915	Caffeine_degradation_caffeine_xanthine
C00385	M00915	Caffeine_degradation_caffeine_xanthine
C07480	M00915	Caffeine_degradation_caffeine_xanthine
C00117	M00916	Pyridoxal_P_biosynthesis_R5P_glyceraldehyde_3P_glutamine_pyridoxal_P
C00064	M00916	Pyridoxal_P_biosynthesis_R5P_glyceraldehyde_3P_glutamine_pyridoxal_P
C00118	M00916	Pyridoxal_P_biosynthesis_R5P_glyceraldehyde_3P_glutamine_pyridoxal_P
C00018	M00916	Pyridoxal_P_biosynthesis_R5P_glyceraldehyde_3P_glutamine_pyridoxal_P
C22123	M00917	Phytosterol_biosynthesis_squalene_2_3_epoxide_campesterol_sitosterol
C01753	M00917	Phytosterol_biosynthesis_squalene_2_3_epoxide_campesterol_sitosterol
C22119	M00917	Phytosterol_biosynthesis_squalene_2_3_epoxide_campesterol_sitosterol
C11523	M00917	Phytosterol_biosynthesis_squalene_2_3_epoxide_campesterol_sitosterol
C15782	M00917	Phytosterol_biosynthesis_squalene_2_3_epoxide_campesterol_sitosterol
C02141	M00917	Phytosterol_biosynthesis_squalene_2_3_epoxide_campesterol_sitosterol
C15777	M00917	Phytosterol_biosynthesis_squalene_2_3_epoxide_campesterol_sitosterol
C22122	M00917	Phytosterol_biosynthesis_squalene_2_3_epoxide_campesterol_sitosterol
C15780	M00917	Phytosterol_biosynthesis_squalene_2_3_epoxide_campesterol_sitosterol
C01054	M00917	Phytosterol_biosynthesis_squalene_2_3_epoxide_campesterol_sitosterol
C15781	M00917	Phytosterol_biosynthesis_squalene_2_3_epoxide_campesterol_sitosterol
C01902	M00917	Phytosterol_biosynthesis_squalene_2_3_epoxide_campesterol_sitosterol
C15776	M00917	Phytosterol_biosynthesis_squalene_2_3_epoxide_campesterol_sitosterol
C22120	M00917	Phytosterol_biosynthesis_squalene_2_3_epoxide_campesterol_sitosterol
C08830	M00917	Phytosterol_biosynthesis_squalene_2_3_epoxide_campesterol_sitosterol
C22121	M00917	Phytosterol_biosynthesis_squalene_2_3_epoxide_campesterol_sitosterol
C01943	M00917	Phytosterol_biosynthesis_squalene_2_3_epoxide_campesterol_sitosterol
C22116	M00917	Phytosterol_biosynthesis_squalene_2_3_epoxide_campesterol_sitosterol
C15783	M00917	Phytosterol_biosynthesis_squalene_2_3_epoxide_campesterol_sitosterol
C11522	M00917	Phytosterol_biosynthesis_squalene_2_3_epoxide_campesterol_sitosterol
C01789	M00917	Phytosterol_biosynthesis_squalene_2_3_epoxide_campesterol_sitosterol
C08821	M00917	Phytosterol_biosynthesis_squalene_2_3_epoxide_campesterol_sitosterol
C11508	M00917	Phytosterol_biosynthesis_squalene_2_3_epoxide_campesterol_sitosterol
C05554	M00918	Aerobactin_biosynthesis_lysine_aerobactin
C20333	M00918	Aerobactin_biosynthesis_lysine_aerobactin
C00047	M00918	Aerobactin_biosynthesis_lysine_aerobactin
C03955	M00918	Aerobactin_biosynthesis_lysine_aerobactin
C01028	M00918	Aerobactin_biosynthesis_lysine_aerobactin
C06231	M00919	Ectoine_degradation_ectoine_aspartate
C03283	M00919	Ectoine_degradation_ectoine_aspartate
C19929	M00919	Ectoine_degradation_ectoine_aspartate
C00049	M00919	Ectoine_degradation_ectoine_aspartate
C00441	M00919	Ectoine_degradation_ectoine_aspartate
C00448	M00921	Cyclooctatin_biosynthesis_dimethylallyl_PP_isopentenyl_PP_cyclooctatin
C00129	M00921	Cyclooctatin_biosynthesis_dimethylallyl_PP_isopentenyl_PP_cyclooctatin
C21979	M00921	Cyclooctatin_biosynthesis_dimethylallyl_PP_isopentenyl_PP_cyclooctatin
C00235	M00921	Cyclooctatin_biosynthesis_dimethylallyl_PP_isopentenyl_PP_cyclooctatin
C21978	M00921	Cyclooctatin_biosynthesis_dimethylallyl_PP_isopentenyl_PP_cyclooctatin
C00353	M00921	Cyclooctatin_biosynthesis_dimethylallyl_PP_isopentenyl_PP_cyclooctatin
C00341	M00921	Cyclooctatin_biosynthesis_dimethylallyl_PP_isopentenyl_PP_cyclooctatin
C20834	M00921	Cyclooctatin_biosynthesis_dimethylallyl_PP_isopentenyl_PP_cyclooctatin
C00043	M00922	CMP_Neu5Ac_biosynthesis
C00128	M00922	CMP_Neu5Ac_biosynthesis
C00645	M00922	CMP_Neu5Ac_biosynthesis
C00270	M00922	CMP_Neu5Ac_biosynthesis
C19823	M00923	UDP_L_FucNAm_biosynthesis
C20768	M00923	UDP_L_FucNAm_biosynthesis
C00043	M00923	UDP_L_FucNAm_biosynthesis
C22270	M00923	UDP_L_FucNAm_biosynthesis
C20769	M00923	UDP_L_FucNAm_biosynthesis
C20774	M00923	UDP_L_FucNAm_biosynthesis
C11543	M00924	Cobalamin_biosynthesis_anaerobic_uroporphyrinogen_III_sirohydrochlorin_cobyrinate_a_c_diamide
C11540	M00924	Cobalamin_biosynthesis_anaerobic_uroporphyrinogen_III_sirohydrochlorin_cobyrinate_a_c_diamide
C16242	M00924	Cobalamin_biosynthesis_anaerobic_uroporphyrinogen_III_sirohydrochlorin_cobyrinate_a_c_diamide
C17401	M00924	Cobalamin_biosynthesis_anaerobic_uroporphyrinogen_III_sirohydrochlorin_cobyrinate_a_c_diamide
C16244	M00924	Cobalamin_biosynthesis_anaerobic_uroporphyrinogen_III_sirohydrochlorin_cobyrinate_a_c_diamide
C11538	M00924	Cobalamin_biosynthesis_anaerobic_uroporphyrinogen_III_sirohydrochlorin_cobyrinate_a_c_diamide
C06504	M00924	Cobalamin_biosynthesis_anaerobic_uroporphyrinogen_III_sirohydrochlorin_cobyrinate_a_c_diamide
C05773	M00924	Cobalamin_biosynthesis_anaerobic_uroporphyrinogen_III_sirohydrochlorin_cobyrinate_a_c_diamide
C16243	M00924	Cobalamin_biosynthesis_anaerobic_uroporphyrinogen_III_sirohydrochlorin_cobyrinate_a_c_diamide
C05778	M00924	Cobalamin_biosynthesis_anaerobic_uroporphyrinogen_III_sirohydrochlorin_cobyrinate_a_c_diamide
C11545	M00924	Cobalamin_biosynthesis_anaerobic_uroporphyrinogen_III_sirohydrochlorin_cobyrinate_a_c_diamide
C01051	M00924	Cobalamin_biosynthesis_anaerobic_uroporphyrinogen_III_sirohydrochlorin_cobyrinate_a_c_diamide
C11542	M00924	Cobalamin_biosynthesis_anaerobic_uroporphyrinogen_III_sirohydrochlorin_cobyrinate_a_c_diamide
C02463	M00924	Cobalamin_biosynthesis_anaerobic_uroporphyrinogen_III_sirohydrochlorin_cobyrinate_a_c_diamide
C06406	M00925	Cobalamin_biosynthesis_aerobic_uroporphyrinogen_III_precorrin_2_cobyrinate_a_c_diamide
C06399	M00925	Cobalamin_biosynthesis_aerobic_uroporphyrinogen_III_precorrin_2_cobyrinate_a_c_diamide
C06504	M00925	Cobalamin_biosynthesis_aerobic_uroporphyrinogen_III_precorrin_2_cobyrinate_a_c_diamide
C06407	M00925	Cobalamin_biosynthesis_aerobic_uroporphyrinogen_III_precorrin_2_cobyrinate_a_c_diamide
C06319	M00925	Cobalamin_biosynthesis_aerobic_uroporphyrinogen_III_precorrin_2_cobyrinate_a_c_diamide
C06408	M00925	Cobalamin_biosynthesis_aerobic_uroporphyrinogen_III_precorrin_2_cobyrinate_a_c_diamide
C06416	M00925	Cobalamin_biosynthesis_aerobic_uroporphyrinogen_III_precorrin_2_cobyrinate_a_c_diamide
C06503	M00925	Cobalamin_biosynthesis_aerobic_uroporphyrinogen_III_precorrin_2_cobyrinate_a_c_diamide
C01051	M00925	Cobalamin_biosynthesis_aerobic_uroporphyrinogen_III_precorrin_2_cobyrinate_a_c_diamide
C06320	M00925	Cobalamin_biosynthesis_aerobic_uroporphyrinogen_III_precorrin_2_cobyrinate_a_c_diamide
C05772	M00925	Cobalamin_biosynthesis_aerobic_uroporphyrinogen_III_precorrin_2_cobyrinate_a_c_diamide
C02463	M00925	Cobalamin_biosynthesis_aerobic_uroporphyrinogen_III_precorrin_2_cobyrinate_a_c_diamide
C00430	M00926	Heme_biosynthesis_bacteria_glutamyl_tRNA_coproporphyrin_III_heme
C00931	M00926	Heme_biosynthesis_bacteria_glutamyl_tRNA_coproporphyrin_III_heme
C05770	M00926	Heme_biosynthesis_bacteria_glutamyl_tRNA_coproporphyrin_III_heme
C02987	M00926	Heme_biosynthesis_bacteria_glutamyl_tRNA_coproporphyrin_III_heme
C01024	M00926	Heme_biosynthesis_bacteria_glutamyl_tRNA_coproporphyrin_III_heme
C21284	M00926	Heme_biosynthesis_bacteria_glutamyl_tRNA_coproporphyrin_III_heme
C03741	M00926	Heme_biosynthesis_bacteria_glutamyl_tRNA_coproporphyrin_III_heme
C00032	M00926	Heme_biosynthesis_bacteria_glutamyl_tRNA_coproporphyrin_III_heme
C03263	M00926	Heme_biosynthesis_bacteria_glutamyl_tRNA_coproporphyrin_III_heme
C01051	M00926	Heme_biosynthesis_bacteria_glutamyl_tRNA_coproporphyrin_III_heme
C06089	M00927	Gibberellin_A12_biosynthesis_GAPP_GA12
C11874	M00927	Gibberellin_A12_biosynthesis_GAPP_GA12
C11875	M00927	Gibberellin_A12_biosynthesis_GAPP_GA12
C00353	M00927	Gibberellin_A12_biosynthesis_GAPP_GA12
C11873	M00927	Gibberellin_A12_biosynthesis_GAPP_GA12
C11872	M00927	Gibberellin_A12_biosynthesis_GAPP_GA12
C11857	M00927	Gibberellin_A12_biosynthesis_GAPP_GA12
C06093	M00927	Gibberellin_A12_biosynthesis_GAPP_GA12
C06090	M00927	Gibberellin_A12_biosynthesis_GAPP_GA12
